Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
179fdb4a-176d-3fd4-aa1e-a5a43611426a,017ea04b-09f8-3041-a750-47a3738c1575,Pilar644 Arevalo970,F,GENERAL PRACTICE,250 PROSPECT PLACE,CORONADO,CA,92118,32.657202000000005,-117.15613700000002,101
4be4803c-8e29-3881-aee9-6fed803a6a1c,d1ae4816-4832-3c80-bc2c-04b0f7e2551a,Lisandra920 Bauch723,F,GENERAL PRACTICE,501 SOUTH BUENA VISTA,BURBANK,CA,91505,34.188986,-118.324866,25
45774300-735e-3a60-b394-58d3192eaadc,b300b03d-801a-3e7b-a5d0-acf22a38da3f,Kim439 Huels583,M,GENERAL PRACTICE,1509 E WILSON TERRACE,GLENDALE,CA,91206,34.181393,-118.24583,55
0935884a-cfa3-3144-9324-169f60066750,deb17ef6-d39c-3281-a2ea-bfac6613cd21,Avery919 VonRueden376,F,GENERAL PRACTICE,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,33.800898,-116.537993,86
e2bb84c9-6090-3917-8ec6-2e72bb5a1c79,ba695199-e528-3bcd-9233-ed01baa1af39,Micha632 Beahan375,F,GENERAL PRACTICE,400 NORTH PEPPER AVENUE,COLTON,CA,92324,34.05455300000001,-117.325031,20
2c820f78-cbf6-3942-8ec8-bf15f076189c,47905ca4-759d-3d3c-8a24-124df79772a9,Amalia471 Reynoso837,F,GENERAL PRACTICE,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,37.999635,-122.113903,101
23cb2026-a855-3cbf-a84f-06a6ea915c5d,83b53cf0-a3e7-3485-912c-1a494b2f6a83,Jack927 Kshlerin58,M,GENERAL PRACTICE,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,34.122471000000004,-116.313663,138
7e8ebc50-4cca-3567-b2b0-67c961dda0c3,83997944-73a8-36bc-8f53-811a03e7674e,Mose244 Batz141,M,GENERAL PRACTICE,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,37.700941,-122.464978,679
18613222-eee8-3d80-8640-2553eed3988b,cb5e7d59-393b-37e6-84a7-3aaac1a352c6,Stanley702 Pollich983,M,GENERAL PRACTICE,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,33.923253,-117.205685,130
20355b62-8092-3818-9424-c19b3207b5da,913cee5c-e169-304c-a3ce-51b9e3f52bf0,Rafael239 Olivárez848,M,GENERAL PRACTICE,911 SUNSET DRIVE,HOLLISTER,CA,95023,36.85644600000001,-121.398158,203
30391e3e-d1cc-38aa-9fb7-4a2f4edbc527,d661d99d-136f-3863-914d-91f41017e106,Angel97 Jerde200,M,GENERAL PRACTICE,2450 ASHBY AVENUE,BERKELEY,CA,94705,37.866702,-122.299066,12
1ae11e39-9ec2-3fee-800b-c83c6af76b74,d29567c4-5224-3325-be62-07b023084033,Babette571 Frami345,F,GENERAL PRACTICE,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,37.399364,-122.079517,26
8b809876-c2e0-3e0d-853c-114e5a81f9f7,499e73ac-552f-34f4-99a1-cb1b0d1aea9f,Florinda19 Harris789,F,GENERAL PRACTICE,101 CITY DRIVE SOUTH,ORANGE,CA,92868,33.804843,-117.824876,2
bcd8e3aa-053e-339a-9815-2051957b08a6,0cc97580-e934-3e94-bd0a-bd81c5a7173d,Mohammad578 Mohr916,M,GENERAL PRACTICE,250 BON AIR ROAD  PO BOX 8010,GREENBRAE,CA,94904,38.012036,-122.587605,39
5f5c67e7-f1ed-3076-92c3-6e825b32208a,45c81ed3-9116-3de2-bd7d-185f6af66153,Brant303 Reichel38,M,GENERAL PRACTICE,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,38.256757,-122.039719,2
c0b3dbe8-7e50-3a72-a22b-8f7672576239,d62b3878-3586-329c-b476-bd482a67151e,Jacquline932 Windler79,F,GENERAL PRACTICE,1000 W CARSON ST,TORRANCE,CA,90502,33.83045300000001,-118.356618,87
48fcbc85-4ddc-3155-9165-3ca8bfba8d26,dcaaeab6-3abc-3cfb-8d8d-5bc4dc458575,Gudrun69 Hirthe744,F,GENERAL PRACTICE,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,34.160592,-118.139593,3
a5f3a177-dd2c-3500-a25a-0259149a5368,371a4974-172f-31fe-bbd5-10dcdca2c5e3,Layla49 Zemlak964,F,GENERAL PRACTICE,300 PASTEUR DRIVE,STANFORD,CA,94305,37.42596500000001,-122.167218,95
8e25f7c1-1b9d-3717-8ad5-ac1a3f669c46,6027adbf-7f9d-3a90-bba4-e90c240ea21d,Eloy929 Abshire638,M,GENERAL PRACTICE,4647 ZION AVE,SAN DIEGO,CA,92120,32.8153,-117.134993,6
a25bb03e-4e30-3bc1-b40b-0d394538006b,77dce90b-d6d4-3bdb-8433-47f1122b924f,Enrique929 Fahey393,M,GENERAL PRACTICE,47111 MONROE STREET,INDIO,CA,92201,33.729928,-116.235996,35
37cb0f44-4b75-365a-aa6a-d71121fbc73f,29185508-1dea-3a0d-b29b-7d7b26a4a8b7,Richard937 Homenick806,M,GENERAL PRACTICE,7901 WALKER STREET,LA PALMA,CA,90623,33.850504,-118.039892,201
da982c4a-107d-36d0-8bdd-b2e2c7f595cf,f6926f28-0a93-38e0-9a92-b6b9ec79a2d9,Cameron381 Hickle134,M,GENERAL PRACTICE,1301 N ROSE DRIVE,PLACENTIA,CA,92870,33.881158,-117.854783,43
ace7902f-2901-3140-872f-e7fc6221ac62,bb3a8a84-383f-33dc-958b-abb366b8137f,Talitha643 Breitenberg711,F,GENERAL PRACTICE,250 S GRAND AVE,GLENDORA,CA,91740,34.145433000000004,-117.846961,15
276b6f96-dc71-3d20-9f91-985f3144703e,430cb046-10f4-3d66-a352-34764dc4c484,Minh326 Stanton715,F,GENERAL PRACTICE,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,33.591522999999995,-117.699407,11
43796853-77fc-3a04-bb6e-3e885ab31cc9,e5a57b86-a33b-362e-b078-57d9e8431d39,Lakia502 Wyman904,F,GENERAL PRACTICE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,33.855497,-117.760071,28
0d8e4720-2205-39be-a031-94a0010fd1f6,7b6f0fbc-5964-32c4-9037-a588c25e27ee,Lessie363 Schaefer657,F,GENERAL PRACTICE,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,38.248334,-122.010066,20
465d3fa8-fb5a-3547-a168-07e6240ef948,70da8cdb-472d-3fff-b72f-9afc922c2f71,Aretha897 Braun514,F,GENERAL PRACTICE,9400 NO NAME UNO,GILROY,CA,95020,37.006407,-121.585321,15
7bc1dd76-1321-332c-a1a4-aecd34ea2b81,a346071d-8841-3ddb-8505-f560f614c83f,Cinthia596 Emard19,F,GENERAL PRACTICE,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,33.535723,-117.109392,11
449f0938-edff-3756-b2f5-1ccf2c6e25e0,f9c9ee24-acd1-3164-90ab-b7c58c794de1,Janna498 Donnelly343,F,GENERAL PRACTICE,7300 NORTH FRESNO ST,FRESNO,CA,93720,36.782674,-119.794492,104
73f2c225-07d6-3ff1-89ec-684a90fb4c68,f74360c9-08b7-3faa-a7d7-4dc7833f7963,Annika454 Gerhold939,F,GENERAL PRACTICE,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,34.082824,-117.971286,36
763ef1ad-ec80-3ecb-93ed-711e39bf67bc,a8a61745-4519-3d89-9e8d-0f5ecbac15bd,Sid118 Christiansen251,M,GENERAL PRACTICE,1720 TERMINO AVENUE,LONG BEACH,CA,90804,33.809102,-118.155327,8
0d8eb128-da53-37ea-8364-69165c8ead63,3e3051af-99f0-383a-ae81-6e4b232d4224,Herta650 Robel940,F,GENERAL PRACTICE,9080 COLIMA RD,WHITTIER,CA,90605,33.966827,-118.020122,87
0e3826c3-082b-3a17-964e-4bf5dcfc5fcb,30d7ea85-ed76-3c43-907b-48a126a4be93,Molly175 Jast432,F,GENERAL PRACTICE,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,33.736478000000005,-117.882593,10
ed82af74-c21a-3998-a1e6-7558676f4bb2,d10d4605-60c9-3178-9100-67388f8e1f2a,Minta575 Gutmann970,F,GENERAL PRACTICE,2701 S BRISTOL ST,SANTA ANA,CA,92704,33.736478000000005,-117.882593,6
caab8b8a-3831-3064-ab0e-c6c57e988a9a,0d9c37ae-7295-3530-a9b5-9ee2c4e6ffdd,Damien170 Russel238,M,GENERAL PRACTICE,18321 CLARK STREET,TARZANA,CA,91356,34.404876,-118.504701,103
1438405a-29a6-3ab5-a840-1abbcb329e55,49128c28-1f4e-3c99-8a5e-f6a0d3e099b9,Willy639 Connelly992,M,GENERAL PRACTICE,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,33.923253,-117.205685,2
7695093d-0576-302c-86fd-10ece5551c87,cc2b2a27-3804-3f48-b56b-0ff9f0eee3bd,Sigrid676 Bednar518,F,GENERAL PRACTICE,14662 NEWPORT AVE,TUSTIN,CA,92780,33.73085,-117.810735,10
66849c27-ab39-34ac-b8c0-1b7bca1db230,08019765-8771-3e18-9e4e-53b710efa85d,Kirstin394 Hettinger594,F,GENERAL PRACTICE,150 PIONEER LANE,BISHOP,CA,93514,37.362768,-118.475046,119
855cb524-3b3a-300f-add5-9f25f6a49742,9f89538b-ba0b-312c-9e80-8c72ba5c1c33,Neal874 Harvey63,M,GENERAL PRACTICE,2050 VIBORG RD,SOLVANG,CA,93463,34.593758,-120.13968,3
7620c7c0-3f22-3cec-a5d1-213e3bda42f5,1df67bf9-40d6-3761-b6e5-dfada4542d7f,Carmine137 Hirthe744,M,GENERAL PRACTICE,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,32.8153,-117.134993,122
7d912a9b-8b11-35f2-875d-edf9fda16915,bba71e0f-7384-3c24-9625-7f798737ea6a,Charlotte28 Davis923,F,GENERAL PRACTICE,1131 E MAIN ST,TUSTING,CA,92780-4400,33.73085,-117.810735,23
3e4b2c51-523a-34ba-aca5-5c53cab6cba9,eca32203-0f10-3dfd-810d-37133636b4e3,Anna632 Murphy561,F,GENERAL PRACTICE,520 N MAIN ST,SANTA ANA,CA,92701-4623,33.736478000000005,-117.882593,28
59dab39e-4260-3f1c-af78-ab40366e7176,d1be3b5f-422e-3b29-86fd-480a1beaab82,Julio255 Rentería94,M,GENERAL PRACTICE,101 VISITACION AVE,BRISBANE,CA,94005-1560,37.67575,-122.383302,115
3399c64b-bf63-3850-aaa3-7376279fcad5,ac567841-f05a-32cf-84ea-d865a27da7b0,Marquis364 Marquardt819,M,GENERAL PRACTICE,388 COLUSA AVE,KENSINGTON,CA,94707-1209,37.910304,-122.282746,37
582b4220-2514-3e04-b937-c767260877b5,1288dbe7-b2c2-3637-9ff1-4287c245974a,Ema785 Wilderman619,F,GENERAL PRACTICE,180 OTAY LAKES RD,BONITA,CA,91902-2400,32.673217,-117.006101,64
c39b9981-af34-322f-931e-318d80a06d7a,de31481e-1caf-38f1-a69e-223f776e5e66,Ivory697 Maggio310,F,GENERAL PRACTICE,27420 TOURNEY RD,VALENCIA,CA,91355-5636,34.404876,-118.504701,39
610b1f0f-5798-3385-98e1-98b8c682e56c,5b512d0d-47e9-3dfe-abb2-9111394b14dd,Reiko946 Harris789,F,GENERAL PRACTICE,9730 WILSHIRE BLVD,BEVERLY HILLS,CA,90212-2004,34.079229999999995,-118.402437,14
a8139601-4c6f-303b-bda9-98c7c145f1e3,459503b9-aacb-3c90-bc37-bdb5dc915d99,Ludivina884 Wiegand701,F,GENERAL PRACTICE,97 BRIGHTON AVE,BOLINAS,CA,94924-0100,37.897859000000004,-122.709019,35
a961b6ac-8283-3baf-96ba-9684ccfc07f7,a7bfa895-db5c-3e5d-ab00-fe65b0e81b05,Louella862 Armstrong51,F,GENERAL PRACTICE,7946 IVANHOE AVE,LA JOLLA,CA,92037-4516,32.8153,-117.134993,37
611edf29-bed3-302b-a289-4f8c5c1af8cb,7dd6602c-0884-3505-b972-c627b62b737a,Scott935 Reynolds644,M,GENERAL PRACTICE,12260 PALM DR,DESERT HOT SPRINGS,CA,92240-3908,33.930867,-116.508045,61
e65a8d81-26da-3a58-8de3-a9cbed995a04,32001e86-261a-3dab-b045-56544daed86c,Hassan290 Bashirian201,M,GENERAL PRACTICE,931 BUENA VISTA ST,DUARTE,CA,91010-1713,34.160911,-117.950528,32
f663e896-5910-3b27-a135-ebad4c58cb79,f7101ee7-56cc-356d-ba31-406635a8e221,Sanford861 Klein929,M,GENERAL PRACTICE,561 N ALTA AVE,DINUBA,CA,93618-3200,36.496744,-119.436431,4
afa5fb71-f488-3786-9ec7-e76118590fa9,75970b02-bae1-3ca8-8949-efeb7393d563,Zoe32 Ledner144,F,GENERAL PRACTICE,14154 SKYWAY,MAGALIA,CA,95954-9471,39.81928,-121.607752,91
558b9448-2bda-35aa-ba5f-59ff79551c09,1a924aeb-a7ad-3aaf-9987-e2f1223500f0,Bernardina456 Hamill307,F,GENERAL PRACTICE,549 ORANGE AVE,CORONADO,CA,92118-1826,32.657202000000005,-117.15613700000002,33
d9647dd9-2d47-35ed-87b5-80878367ec45,162ff135-55a7-3551-8755-1b40a426dd79,Hae300 Schmidt332,F,GENERAL PRACTICE,1187 UNIVERSITY DR,MENLO PARK,CA,94025-4423,37.479735999999995,-122.14809699999999,27
76372ca6-8612-3b17-b62d-780621c3d22f,f390f9b8-e7df-3baa-9859-33e98139ebf6,Dewayne363 Quigley282,M,GENERAL PRACTICE,3465 TORRANCE BLVD,TORRANCE,CA,90503-5804,33.830453000000006,-118.356618,71
82c9ae3d-10ad-38c5-a286-5d5438da1928,dc9b118e-3efc-3793-8386-3053fddc64f8,Caprice565 Douglas31,F,GENERAL PRACTICE,1500 GLENOAKS BLVD,SAN FERNANDO,CA,91340-1780,34.288652,-118.436241,13
f7d6d9bf-4109-388a-8fc2-5eec54cf0917,205bc433-4c39-3cde-a4a3-2f56ce4a1a2e,Agnes294 Bergstrom287,F,GENERAL PRACTICE,1850 SULLIVAN AVE,DALY CITY,CA,94015-2204,37.700941,-122.464978,47
c60720cf-8283-3357-b266-a0d31b037bb9,81c17572-f1e9-33ed-be36-977b4c3da39e,Devona405 Durgan499,F,GENERAL PRACTICE,258 SUNSET AVE,SUISUN CITY,CA,94585-1769,38.248334,-122.010066,25
eb80ee52-288b-3d34-85a5-9a59bdfd521b,7958c284-0448-31d2-a407-2eb65f7f8cb2,Zena758 Becker968,F,GENERAL PRACTICE,24331 EL TORO RD,LAGUNA WOODS,CA,92637-3116,33.608002,-117.72986000000002,25
5f1460d5-32ac-3c1f-bca5-1a74314d2f08,7f79546c-203a-3a09-82fb-ca97c13aa49c,Isabel214 Cisneros174,F,GENERAL PRACTICE,970 DEWING AVE,LAFAYETTE,CA,94549-4278,37.891003999999995,-122.119529,78
a7012002-2dde-36c4-8fc3-e468478b21c3,dfead78d-74fd-3a08-809c-d5294a24f8af,Kendra609 Daniel959,F,GENERAL PRACTICE,374 H ST,CHULA VISTA,CA,91910-5547,32.62767,-117.01517,54
988bf951-ff21-3d56-9c0c-d1a2994373b4,d160807d-6d11-3e6d-8744-ea0fd4306766,Laura391 Alcántar600,F,GENERAL PRACTICE,8382 ARTESIA BLVD,BUENA PARK,CA,90621-4186,33.856761,-118.004622,73
b52f04a5-f2c3-3287-8776-35ab73cccc00,ace4ab98-63f2-346c-9046-95fde39e5e29,Dolores502 Aguirre875,F,GENERAL PRACTICE,3180 COLIMA RD A,HACIENDA HEIGHTS,CA,91745-6315,33.995853000000004,-117.973023,31
dec32f4a-0158-331f-bcae-10e85939e73d,a2383e30-b83d-3933-a224-870dd23f07cf,Magan944 Maggio310,F,GENERAL PRACTICE,5256 S MISSION RD,BONSALL,CA,92003-3623,33.272244,-117.191032,42
d86e36ea-b8ed-3c3c-9e8a-3145ede560c1,a9ecb221-2fe5-3f56-91ed-dd058e2041e8,Alessandra932 Nolan344,F,GENERAL PRACTICE,12260 PALM DR,DESERT HOT SPRINGS,CA,92240-3908,33.930867,-116.508045,24
df9ac592-4269-3511-bda4-dff4c350de97,dcd03602-09da-3afb-aad2-164ff3d6b8c2,Phil587 Dibbert990,M,GENERAL PRACTICE,1780 E HIGHLAND AVE,SAN BERNARDINO,CA,92404-4618,34.095126,-117.31928799999999,42
28ea25cb-3ee4-32de-9b5b-48d58ed6c163,4f1f4c94-5946-3fb0-a136-0dd3fcb6ee51,Timothy142 Streich926,M,GENERAL PRACTICE,5083 ARLINGTON AVE,RIVERSIDE,CA,92504-2638,33.937109,-117.324964,43
62bc0f5b-3f74-3362-82ff-f990f58fa7c0,1b36332b-4cf2-3c78-b558-39cbc5b9d332,Cristian531 Baca589,M,GENERAL PRACTICE,7103 BROADWAY,LEMON GROVE,CA,91945-1436,32.733076000000004,-117.034406,94
2f506330-5b8d-3de5-9245-6b2165086a87,3d2cae71-5da9-3eb8-b8f5-df571ee0ca01,Stephen891 Tillman293,M,GENERAL PRACTICE,58471 29 PALMS HWY 202,YUCCA VALLEY,CA,92284-5818,34.123089,-116.421481,39
31fac747-178d-35b5-a9c2-e2059e43713f,25dff5b2-6b8e-3ec5-81a6-654ea66a46c6,Jeffry142 Nikolaus26,M,GENERAL PRACTICE,18066 FOOTHILL BLVD,FONTANA,CA,92335-8503,34.108793,-117.46268500000001,20
fe876c17-1085-3ec8-8498-874cc34e02a5,aa15facc-666d-39e1-b3e9-ebdc2d37f435,Luanna919 Roob72,F,GENERAL PRACTICE,415 W CARROLL AVE,GLENDORA,CA,91741-4208,34.145433000000004,-117.84696100000001,27
72efafba-e86a-3464-8ddf-70e97b59b399,6c507274-ce71-33ae-b8cb-32f487f0c111,Michale231 Nikolaus26,M,GENERAL PRACTICE,1525 N PLACENTIA AVE,PLACENTIA,CA,92870-2334,33.881158,-117.85478300000001,46
f13164d1-5523-3f56-9d49-12e6d4cb01dd,1f41ae1d-ad44-38de-aa89-db296be5245d,Shirley182 Hahn503,M,GENERAL PRACTICE,3615 SAGUNTO ST,SANTA YNEZ,CA,93460-9577,34.619076,-120.093923,14
c23fc3bd-4674-3065-8dc4-19559602208b,5b2c406a-ea00-34ff-95e9-998158abf7e9,Josue598 Schultz619,M,GENERAL PRACTICE,4002 RAAP AVE,MARTINEZ,CA,94553-3832,37.999635,-122.11390300000001,65
1291d6c2-421f-3f25-be94-b02fff534036,c04e1ad7-d221-3fbc-8df6-d2be575be771,Gaynell126 Dare640,F,GENERAL PRACTICE,2512 MONTROSE AVE,MONTROSE,CA,91020-2242,34.233016,-118.235774,58
ed707ebe-99d4-34db-8997-799ec8c0cb9c,fe9e3047-6739-3ef3-84cc-f44607380a4b,Mayte822 Arriaga291,F,GENERAL PRACTICE,800 S CENTRAL AVE,GLENDALE,CA,91204-4388,34.181393,-118.24583,63
9b78ed6f-b521-3dd9-87b8-7c3e04e373ed,e23dda71-b255-31ec-828f-02a64930c1e0,Eloisa55 Zamora648,F,GENERAL PRACTICE,41120 WASHINGTON ST,BERMUDA DUNES,CA,92203-9596,33.7435,-116.287332,116
21513aa8-8af4-39e4-b4da-ba7cbbef71f5,b1b5d282-8c7b-330c-8d8d-8549cdc7ab46,Bennie663 Wilderman619,M,GENERAL PRACTICE,644 W LINE ST,BISHOP,CA,93514-3315,37.331579999999995,-118.40990500000001,73
f4593a8c-40fe-3f20-801b-45e8a5b5b0cf,cb796758-4b93-3798-96a1-d6cba8b6eb00,Francisco472 Castañeda925,M,GENERAL PRACTICE,808 OAK AVE,GREENFIELD,CA,93927-5648,36.351864,-121.242535,30
ad8879a5-b713-317f-8b8c-5bc1e4e78c4b,145f62de-f84e-36e3-ac20-acdcffe3c0bd,Talisha682 Haley279,F,GENERAL PRACTICE,9100 WILSHIRE BLVD,BEVERLY HILLS,CA,90212-3562,34.079229999999995,-118.402437,43
f2be1713-b950-3736-97a6-432144888383,f5e9810d-1cee-3f4e-b690-a9f37701a8ea,Fritz267 Graham902,M,GENERAL PRACTICE,13085 JULIAN DR,DESERT HOT SPRINGS,CA,92240-5768,33.930867,-116.508045,43
bd1d0121-f4a1-3ce5-a22e-4468b2ceca97,bef64478-d6db-32ec-b275-011ceccfc23c,Georgeann302 VonRueden376,F,GENERAL PRACTICE,3700 PARK PL,MONTROSE,CA,91020-1623,34.233016,-118.235774,21
fba44417-88c9-38b4-9777-4d70bf157329,3b92a1fa-92b1-3305-b7f2-8ff6a2f5aa96,Ana Luisa894 Carrasquillo418,F,GENERAL PRACTICE,851 FREMONT AVE,LOS ALTOS,CA,94024-5602,37.368524,-122.096649,30
4159da29-228c-3017-908a-086945c54c70,47e9c831-88c2-375e-aa43-f1aee9ece34a,Juan88 Bustamante966,M,GENERAL PRACTICE,10 CONGRESS ST,PASADENA,CA,91105-3023,34.171239,-118.149899,17
2bd30684-60c3-3e2c-8352-9bd9fb3b8d09,c4cb29ce-f09d-3c7f-b875-30dd58f0e5a2,Marcellus830 Homenick806,M,GENERAL PRACTICE,891 SUNSET DR,HOLLISTER,CA,95023-5601,36.840425,-121.35605,34
e65c9897-e020-39e7-bc1a-4ca3954e866a,04370768-c137-381c-bf02-4cb7d2068d81,Gustavo235 Melgar516,M,GENERAL PRACTICE,300 PASTEUR DR,STANFORD,CA,94305-2200,37.425965000000005,-122.16721799999999,25
1aee1033-ecc5-3a1e-b44c-b0fff2781429,0f89465b-10aa-3f8c-a083-102533dd667f,Darrel772 Ratke343,M,GENERAL PRACTICE,2400 E 4 ST,NATIONAL CITY,CA,91950-2026,32.665862,-117.097361,69
49b17930-a18a-30b1-a31f-1e1587092c98,19a8f563-a235-34a7-a384-3605f4f46e18,Susana117 Archuleta517,F,GENERAL PRACTICE,45 RIVER PARK PLACE W,FRESNA,CA,93720-1565,36.782674,-119.794492,47
25a266d4-14e6-3f3a-a39f-cff988ac9e26,e8c9aad2-3048-3cac-90d2-3ba1a61dc58e,Benedict104 Pacocha935,M,GENERAL PRACTICE,183 E 8TH AVE,CHICO,CA,95926-2341,39.769492,-121.92933700000002,36
4877d8f8-ecc5-3612-92de-0120b2f995fb,47fb4dc9-c5e8-3305-b303-9404d7b8df0a,Dreama246 Schroeder447,F,GENERAL PRACTICE,5630 E SANTA ANA CANYON RD,ANAHEIM,CA,92807-3122,33.855497,-117.760071,40
a43eaf82-041a-3734-8b37-58dd7e9338b5,08b5702c-4e6b-32f0-b998-a1cff9de3dda,Camie739 Dickens475,F,GENERAL PRACTICE,845 E WILLOW ST,SIGNAL HILL,CA,90755-2736,33.803447999999996,-118.168135,21
fadfb235-4e39-3c7e-8d63-9a71bd9b234a,6ef56129-78df-3145-830f-40f0a02bcb4c,Ashley34 McClure239,M,GENERAL PRACTICE,395 HICKEY BLVD,DALY CITY,CA,94015-2770,37.700941,-122.464978,56
278f5ee7-b385-3f78-b26a-a25ba4e5d7aa,f1600500-af49-3079-828c-b00af436b72a,Mónica985 Campos61,F,GENERAL PRACTICE,200 MUIR RD,MARTINEZ,CA,94553-4614,37.999635,-122.11390300000001,26
219a75e2-3a54-3aa4-919c-d0e0ba8da512,840d9d4c-4fab-3719-bae4-ea13c6049772,Dottie687 Gibson10,F,GENERAL PRACTICE,25455 MEDICAL CTR DR,MURRIETA,CA,92562-5963,33.535723,-117.10939199999999,16
