Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
cd4e1009-a582-b08c-74c8-38e6fc433659,2018-01-15,,999-44-2257,,,,Mariam937,Nader710,,,,white,nonhispanic,F,Los Angeles  California  US,374 Daniel Dam Unit 88,Los Angeles,California,Los Angeles County,90501,34.26038042730654,-118.43397651186885,97139.225,3661.875
f1c3b051-0dad-2a6c-afd9-d31d4f05e552,1970-02-14,,999-85-3341,S99952600,X54762064X,Mr.,Jamison785,Crona259,,,M,white,nonhispanic,M,Oceanside  California  US,248 Weissnat Wynd,Escondido,California,San Diego County,92027,33.22907025742104,-117.15033885120275,1891120.0074999994,76425.05250000002
88f0cc20-0a5f-83a0-26a4-4340652f781d,1948-06-21,,999-83-6355,S99979395,X82719041X,Mrs.,Elvira561,Lucio648,,Riojas420,M,white,hispanic,F,Mexico City  Mexico City  MX,897 Mante Haven Apt 63,Glendale,California,Los Angeles County,91046,34.12987135933804,-118.23490153993775,752680.5299999999,1014967.27
53a96042-62b9-534a-5e14-107d89e3efdb,1938-05-28,2020-12-16,999-25-1225,S99967687,X58410899X,Ms.,Dakota806,Bernhard322,,,S,white,hispanic,F,San Jose  California  US,1072 Prosacco Mission Suite 0,Paradise,California,Butte County,93514,37.513338253617896,-118.37769590622977,2501759.5480000004,1159950.4719999996
576d74f5-c671-7305-4963-420e21ce92b4,1949-06-11,1996-02-07,999-63-5524,S99993491,X12801602X,Mrs.,Yoshie761,O'Keefe54,,Kulas532,M,hawaiian,nonhispanic,F,Sanger  California  US,338 Emard Wynd,San Francisco,California,San Francisco County,94127,37.709962534567296,-122.43566574747935,2153328.3019999997,179155.598
2dd5eb3b-4de9-5693-0787-4bf2cfd63bca,1990-07-09,,999-15-2699,S99946750,X28164130X,Mrs.,Nada112,King743,,White193,M,white,hispanic,F,Orange  California  US,945 Streich Quay,San Diego,California,San Diego County,92123,32.90940434292451,-117.14889279419423,1623607.345,2603.745
52abc519-1e99-a09c-ef0b-92b10ca9b17b,2003-05-20,,999-69-5748,S99934050,,Mr.,Marcus77,Quigley282,,,,white,hispanic,M,San Jose  California  US,542 Aufderhar Gardens Apt 46,Claremont,California,Los Angeles County,91711,34.19067677568212,-117.8235706921032,479118.2825,1465.8374999999999
37843ecf-8341-0257-2b4a-defc89d0ed97,2013-07-02,,999-68-7266,,,,Teodoro374,Mayorga262,,,,hawaiian,hispanic,M,La Paz  Baja California  MX,345 Hermann Arcade,Pasadena,California,Los Angeles County,91103,34.16454404018216,-118.15171913300226,15891.967,7631.103
1be04ed4-68d1-6c59-82b2-578239a631e2,1977-08-04,,999-15-7835,S99914715,X71314103X,Mrs.,Janyce124,Kirlin939,,Gerlach374,M,asian,nonhispanic,F,Busan  Busan  KR,749 Windler Heights Unit 21,San Francisco,California,San Francisco County,94108,37.719165286647474,-122.40323985412557,514649.20050000004,512266.6095000009
87855681-13bd-dd8c-02b3-caf8c75ded4b,1949-11-22,1976-07-06,999-99-1443,S99965144,X49725998X,Mr.,Fermin479,West559,,,,white,nonhispanic,M,San Diego  California  US,882 Gutmann Ferry,Desert Hot Springs,California,Riverside County,92240,33.83264185400006,-116.3050361277682,715293.05,3394.08
0c3ad792-c0f0-f47b-c5b0-5f85e110cddd,1987-12-26,,999-39-6841,S99910468,X73789825X,Mr.,Jared66,Buckridge80,,,M,white,nonhispanic,M,Oxnard  California  US,166 Weber Approach Suite 93,San Bernardino,California,San Bernardino County,92376,34.07993383685581,-117.30732512132661,782662.82,4920.389999999999
72d3add5-6833-356e-b459-e50b853cbf62,2003-05-09,,999-19-6169,S99956331,,Mr.,Logan497,Gerlach374,,,,asian,nonhispanic,M,Busan  Busan  KR,294 Kihn Promenade Suite 50,Stanford,California,Santa Clara County,94305,37.4618740558609,-122.15645867034138,1227184.0474999999,1630.4625
21142aa4-2315-5a9d-6425-22b01af02894,1946-04-19,,999-16-2649,S99944444,X85500199X,Mr.,Fritz267,Lubowitz58,,,M,white,nonhispanic,M,Sacramento  California  US,901 Lesch Neck Apt 30,Martinez,California,Contra Costa County,94549,38.004035252059985,-122.13753699886256,2196815.6174999997,106348.47249999999
4d121f45-529e-e93c-e316-907a79be9c96,1990-06-26,,999-80-4572,S99990375,X79701774X,Ms.,Autumn454,Russel238,,,S,white,nonhispanic,F,El Paso de Robles (Paso Robles)  California  US,745 Buckridge Path,Duarte,California,Los Angeles County,91016,34.15640642691876,-117.93688516442926,931422.9390000001,117417.661
6e272b4c-84ef-62f2-423d-da4fd0447d42,1987-12-24,,999-16-4461,S99917663,X78423334X,Mrs.,Carlyn477,Thompson596,,Nienow652,M,white,nonhispanic,F,Carson  California  US,410 Jenkins Green Unit 22,San Diego,California,San Diego County,92140,32.73834704938922,-117.08437693414211,1674748.1790000005,356302.361
be6aeaf5-6527-7621-0efc-6141c66e554a,2010-02-20,,999-24-1484,,,,Levi940,Kunze215,,,,black,hispanic,M,San Marcos  California  US,398 Schmitt Bypass Suite 86,Fontana,California,San Bernardino County,92336,34.134307534606116,-117.47296095980964,303939.935,3881.1749999999997
0631752e-5548-7414-3303-3c1fb7ab9b7b,2007-04-26,,999-90-1646,,,,Gregory545,Hahn503,,,,white,nonhispanic,M,San Marcos  California  US,275 Green Frontage road,Orange,California,Orange County,92840,33.74109672548082,-117.77430661308068,50645.094,82366.786
5b873911-2d32-cc75-2e2f-e6ad79df3e28,1984-04-12,,999-32-6872,S99927114,X26641672X,Mrs.,Aurea194,McGlynn426,,Cassin499,M,white,nonhispanic,F,San Jose  California  US,662 McClure Burg Apt 17,Anaheim,California,Orange County,92802,33.89827263473496,-117.85002437172881,934102.5149999999,54994.365000000005
0a53f662-453a-ffcf-3dba-601662512027,2015-01-10,,999-73-5097,,,,Roberto515,Lemke654,,,,black,hispanic,M,Brentwood  California  US,897 Jast Trail,French Valley,California,Riverside County,,33.61465873865091,-117.1193894733423,218383.94,3369.4199999999996
1853d087-bd6a-915e-1d9f-c2ef24c9412c,1953-11-15,,999-82-2828,S99997230,X81099008X,Mr.,Gerardo48,Mills423,,,M,white,hispanic,M,Dinuba  California  US,236 Stiedemann Mission Apt 99,La Crescenta-Montrose,California,Los Angeles County,,34.2508009454239,-118.1873698846294,1591691.7250000003,5375.665
627bde6a-a31e-5566-6262-441262d4cc2c,2005-07-06,,999-89-8201,S99981814,,,Delmar187,Spencer878,,,,white,nonhispanic,M,Huntington Beach  California  US,986 Spinka Village,Stanford,California,Santa Clara County,94305,37.39687460269551,-122.18253843207765,171934.51,0.0
600009cb-2deb-ca5e-2843-208d0315fe26,1958-09-09,,999-32-2253,S99937342,X57724071X,Ms.,María Luisa888,Montenegro24,,,S,white,hispanic,F,Carolina  Puerto Rico  PR,783 West Underpass,Redondo Beach,California,Los Angeles County,90277,33.823657562205234,-118.36562675349106,2386941.8395000007,66573.9505
18a1e38f-f2c2-ad75-cc6b-14dd90decf5b,1986-11-30,,999-18-7947,S99936885,X21556584X,Mr.,Elbert916,Crooks415,,,M,black,nonhispanic,M,Livermore  California  US,1027 Hyatt Parade Apt 83,Los Angeles,California,Los Angeles County,90248,34.17386531413438,-118.4207186837851,947407.33,1252.1100000000001
2785dd61-44cf-f41e-03b3-cbfb4e2e72d0,1983-07-13,,999-58-4577,S99937970,X70675254X,Mrs.,Bethann490,Bergstrom287,,Schiller186,M,white,hispanic,F,Fresno  California  US,724 Haley Haven,Hollister,California,San Benito County,95023,36.876816367399165,-121.30753822373747,2034319.9300000006,174789.22
4c436da0-38b3-ea7e-223a-536da95e51fe,1980-06-26,,999-91-2196,S99993521,X15434038X,Mr.,Jackie93,Cole117,,,S,white,nonhispanic,M,Santa Clara  California  US,766 Cummerata Trace,Bolinas,California,Marin County,94924,37.95348558152866,-122.72612208787224,1256381.1349999995,4549.605
b5c08511-7b96-80ba-4385-c63238d60b45,1941-11-10,2002-08-20,999-50-8368,S99937213,X37440386X,Mrs.,Eva64,Arteaga169,,Véliz274,M,white,hispanic,F,Panama City  Panama  PA,895 Crist Divide Suite 8,Chula Vista,California,San Diego County,91910,32.67334957453364,-117.01722427826591,3058217.7635000004,522725.5664999999
05ac6b28-140c-3bc0-2260-ad0e5a0e03cb,1949-06-11,2000-09-19,999-33-8609,S99940345,X3444585X,Ms.,Tonya123,Cassin499,,,S,hawaiian,nonhispanic,F,Los Angeles  California  US,566 Franecki Rest Unit 59,San Francisco,California,San Francisco County,94105,37.77252689689522,-122.4121640448441,2114083.275999999,159415.244
02228cde-2a53-1848-8cba-ee63160228a5,2009-08-20,,999-23-9899,,,,Silvia880,Farías160,,,,white,hispanic,F,Guatemala City  Guatemala  GT,927 Green Orchard,La Cañada Flintridge,California,Los Angeles County,91214,34.25370106173294,-118.19920663651567,322407.62000000005,0.0
6c2a14f9-b375-01cb-4c95-0a948e585972,2005-02-17,,999-44-8256,S99957388,,,Marlena558,Wintheiser220,,,,asian,nonhispanic,F,Anaheim  California  US,383 Harvey Frontage road,Irvine,California,Orange County,92618,33.599779159715226,-117.72728679201096,445067.585,206.68499999999995
f816e07c-5a68-b691-9181-08d99cf20a48,1984-01-10,,999-61-5664,S99989180,X88234392X,Mrs.,Bessie423,McGlynn426,,Keeling57,M,white,hispanic,F,Modesto  California  US,536 Lockman Trace Unit 85,Yucca Valley,California,San Bernardino County,92252,34.233954109654775,-116.47824687073121,2276186.64,934.8
b4660d1f-ffbc-95e1-7b4f-69ccbdba8a7b,1938-05-28,,999-34-6300,S99939854,X54805421X,Mrs.,Mignon230,Spencer878,,Baumbach677,M,white,hispanic,F,Los Angeles  California  US,206 Rosenbaum Parade,Paradise,California,Butte County,95954,39.72540515314584,-121.63642930774063,2752909.268000001,1045207.8519999998
c36f5b0b-f91b-edbc-2f27-e7957e98a841,1964-10-09,,999-85-3275,S99957049,X38560505X,Mrs.,Merri201,Schroeder447,,Lockman863,M,white,nonhispanic,F,Salinas  California  US,728 Heaney Lock,Fresno,California,Fresno County,93703,36.81722780816743,-119.81010638869508,2325554.4414999997,463686.24850000005
4815fd50-0b7b-8169-4b1f-96ba08a299cc,1973-07-10,,999-35-7919,S99921028,X75683923X,Mrs.,Victoria535,Rubio813,,Alicea505,M,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,1082 Muller Throughway Unit 91,Moreno Valley,California,Riverside County,92557,33.90217296845076,-117.28602243962817,2044973.5705000001,599994.3395
1249b484-f13b-89f3-eada-aa3fde29e256,1949-11-22,2021-02-14,999-32-8304,S99922708,X42761326X,Mr.,Shawn523,Huels583,,,S,white,nonhispanic,M,San Leandro  California  US,1077 Schinner Hollow,Desert Hot Springs,California,Riverside County,92240,33.8841532595008,-116.24876019625475,1848949.3725000005,45224.76750000001
16cb8a83-cc3b-9efd-ff9f-bcccc14f4cf1,1978-04-10,,999-23-5101,S99967409,X55040944X,Mr.,Horacio317,Beatty507,PhD,,M,white,nonhispanic,M,Los Angeles  California  US,832 Greenholt Wynd Apt 50,Chico,California,Butte County,95928,39.75402804704427,-121.8782637215371,1078932.3549999997,2022.735
3923d493-0cbf-722e-b3fd-8e257ce39c23,1949-11-22,1964-12-06,999-68-6969,,,,Man114,Goodwin327,,,,white,nonhispanic,M,Merced  California  US,1023 Kub Common Apt 57,Desert Hot Springs,California,Riverside County,92240,33.945051041239374,-116.53640888361119,336339.98000000004,75.20999999999998
e8d8c51a-bce2-23e4-2964-6e486fcad902,1957-01-31,,999-83-7848,S99912153,X21570577X,Mr.,Jess275,Ullrich385,,,M,white,nonhispanic,M,San Diego  California  US,630 Graham Flat,Anaheim,California,Orange County,92801,33.83381391389984,-118.01619910768876,960330.33,0.0
3bdeedbb-57c9-d2ab-2933-1c1fec9a73bb,1983-10-10,,999-48-5961,S99990228,X43288347X,Mr.,Johnson679,Feest103,,,M,black,nonhispanic,M,Irvine  California  US,662 Gulgowski Landing Suite 97,Concord,California,Contra Costa County,94518,37.914478443031115,-122.06225847420032,471574.3225000001,875.6775
b44fcd98-71e5-25f1-f38b-926ebfa6715a,1949-06-11,,999-47-1734,S99958443,X58751351X,Mrs.,Lesli455,Schaefer657,,Homenick806,M,hawaiian,nonhispanic,F,Stockton  California  US,665 Shanahan Flat Apt 10,San Francisco,California,San Francisco County,94116,37.763855171880294,-122.39982547444151,1424232.1610000005,147702.78899999996
879505c1-bd93-3cc6-5631-73d3d2c9d717,1949-11-22,2002-10-01,999-19-2318,S99934088,X16916371X,Mr.,Tony646,Greenholt190,,,M,white,nonhispanic,M,Fullerton  California  US,614 Okuneva Dam Apt 27,Desert Hot Springs,California,Riverside County,92240,34.013225102949576,-116.65044403612596,1333357.655,5951.8949999999995
42ce1f1a-3470-c50c-2799-ce843129874c,1941-11-10,,999-59-2797,S99972551,X28604687X,Mrs.,Sara501,Barraza113,,Bueno515,M,white,hispanic,F,Lima  Lima Province  PE,966 Runolfsson Forge,Chula Vista,California,San Diego County,91915,32.63723061396151,-117.0695370746918,2939330.547,1026466.3829999999
7bada3c7-8555-848f-93a6-9b001c97e7a7,1949-11-22,,999-51-3890,S99916111,X19794287X,Mr.,Tyree261,Gottlieb798,,,M,white,nonhispanic,M,North Highlands  California  US,894 Runolfsson View Unit 91,Desert Hot Springs,California,Riverside County,,33.908211484485946,-116.54116306918195,1642519.1769999997,49392.853
